Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Nick Richards,C,26,CHO,67,1759,16.7,10.7,24.2,17.2,4.5,0.7,3.9,13.3,3.8,1.3,5.1,0.14,-1.6,-0.7,-2.3,-0.1,0,0,0,2024
Josh Richardson,SG,30,MIA,43,1103,11.4,1.8,10.7,6.2,13.9,1.1,1.2,16.5,0.9,1.2,2.1,0.093,-1.3,0.0,-1.3,0.2,0,0,0,2024
Duncan Robinson,SF,29,MIA,68,1905,12.2,0.9,9.5,5.1,15.1,1.2,0.8,19.0,1.6,2.0,3.6,0.091,-0.5,-0.4,-0.9,0.6,0,0,0,2024
Jerome Robinson,SG,26,GSW,22,81,5.7,1.4,6.6,4.0,8.0,0.6,3.3,20.7,-0.1,0.1,-0.1,-0.04,-6.1,-2.2,-8.3,-0.1,0,0,0,2024
Mitchell Robinson,C,25,NYK,31,768,16.1,20.7,17.7,19.2,3.1,2.4,4.3,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4,0,0,0,2024
Orlando Robinson,C,23,MIA,36,304,14.0,10.4,21.0,15.7,15.8,1.1,2.6,14.8,0.4,0.5,0.9,0.135,-1.9,0.8,-1.1,0.1,0,0,0,2024
Jeremiah Robinson-Earl,PF,23,NOP,39,334,11.8,7.8,17.5,12.7,8.4,1.5,1.2,15.4,0.2,0.4,0.6,0.086,-1.9,-0.3,-2.2,0.0,0,0,0,2024
Derrick Rose,PG,35,MEM,24,399,13.1,1.8,10.9,6.2,32.3,1.0,0.5,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,0,0,0,2024
Rayan Rupert,SG,19,POR,39,633,5.8,4.0,12.8,8.1,13.5,0.9,0.4,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,0,1,0,2024
D'Angelo Russell,PG,27,LAL,76,2484,16.0,1.3,8.9,5.3,27.6,1.3,1.3,23.0,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,0,0,0,2024
Matt Ryan,SF,26,NOP,28,390,9.0,1.7,9.6,5.7,6.1,0.8,0.3,15.4,0.2,0.3,0.5,0.065,-1.4,-1.3,-2.7,-0.1,0,0,0,2024
Domantas Sabonis,C,27,SAC,82,2928,23.2,11.0,32.3,21.4,33.9,1.2,1.5,22.2,8.6,4.0,12.6,0.206,4.0,2.4,6.5,6.2,1,0,0,2024
Luka Šamanić,PF,24,UTA,43,404,8.9,6.0,21.6,13.9,6.5,0.6,1.5,21.8,-0.4,0.2,-0.2,-0.029,-4.9,-2.9,-7.8,-0.6,0,0,0,2024
Jermaine Samuels,SF,25,HOU,14,60,15.1,5.3,18.1,11.6,7.0,0.8,3.1,10.5,0.1,0.1,0.2,0.178,-0.3,1.1,0.8,0.0,0,1,0,2024
Adama Sanogo,PF,21,CHI,9,66,21.9,31.6,29.4,30.5,0.0,0.8,0.0,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,0,1,0,2024
Gui Santos,PF,21,GSW,23,192,15.6,9.7,17.7,13.8,9.6,1.0,0.9,15.2,0.5,0.2,0.7,0.169,0.0,-0.5,-0.5,0.1,0,1,0,2024
Dario Šarić,C,29,GSW,64,1098,15.3,7.3,20.4,13.9,17.8,1.4,0.8,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1.0,0.9,0,0,0,2024
Olivier Sarr,C,24,OKC,15,98,14.8,11.8,28.5,20.5,2.5,0.0,6.6,12.7,0.2,0.2,0.4,0.186,-2.6,-0.1,-2.6,0.0,0,0,0,2024
Marcus Sasser,PG,23,DET,71,1351,11.8,0.9,9.6,5.2,25.4,1.6,0.8,19.9,0.3,0.6,0.9,0.033,-1.5,-1.1,-2.6,-0.2,0,1,0,2024
Admiral Schofield,PF,26,ORL,23,84,6.0,4.2,19.7,11.9,11.6,0.6,0.0,16.6,-0.1,0.1,0.0,0.006,-4.1,-0.8,-4.9,-0.1,0,0,0,2024
Dereon Seabron,SG,23,NOP,6,55,9.2,2.0,12.0,7.1,11.2,1.8,1.8,12.4,0.0,0.1,0.1,0.087,-2.7,1.2,-1.5,0.0,0,0,0,2024
Alperen Sengun,C,21,HOU,63,2046,22.0,9.5,21.5,15.4,25.2,1.8,2.1,27.0,3.8,3.1,6.9,0.163,3.1,1.7,4.9,3.5,0,0,0,2024
Brice Sensabaugh,SF,20,UTA,32,584,8.6,3.0,16.1,9.6,13.0,1.1,0.9,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,0,1,0,2024
Collin Sexton,SG,25,UTA,78,2075,19.9,3.8,7.1,5.4,29.5,1.4,0.8,27.5,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2.0,0,0,0,2024
Landry Shamet,SG,26,WAS,46,726,10.5,2.3,6.9,4.6,10.2,1.6,1.1,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4.0,-0.4,0,0,0,2024
Day'Ron Sharpe,C,22,BRK,61,921,20.0,18.6,27.9,23.1,14.0,1.3,4.3,19.7,1.6,1.3,2.9,0.152,-0.4,0.4,0.0,0.5,0,0,0,2024
Shaedon Sharpe,SG,20,POR,32,1059,11.4,4.2,13.3,8.5,13.8,1.3,1.0,22.4,-0.2,0.6,0.5,0.022,-1.9,-0.9,-2.8,-0.2,0,0,0,2024
Ben Sheppard,SG,22,IND,57,814,8.1,2.1,10.3,6.2,7.5,1.9,0.2,13.2,0.3,0.4,0.8,0.046,-3.3,-0.1,-3.4,-0.3,0,1,0,2024
Ben Simmons,PG,27,BRK,15,359,16.3,9.2,27.6,18.1,33.2,1.7,2.3,13.0,0.5,0.5,1.0,0.133,-0.5,2.9,2.4,0.4,0,0,0,2024
Kobi Simmons,PG,26,TOR,4,67,14.5,1.6,10.1,5.7,24.2,4.3,2.6,14.0,0.1,0.1,0.1,0.098,-2.6,1.6,-1.0,0.0,0,0,0,2024
Anfernee Simons,SG,24,POR,46,1582,15.9,1.5,10.9,5.9,27.6,0.7,0.3,28.0,1.7,0.5,2.2,0.068,2.7,-2.5,0.2,0.8,0,0,0,2024
Zavier Simpson,PG,26,MEM,7,161,6.3,2.6,11.3,6.8,22.5,2.1,1.7,17.5,-0.3,0.2,-0.2,-0.046,-6.2,0.3,-5.9,-0.2,0,0,0,2024
Jericho Sims,C,25,NYK,45,585,10.9,10.7,17.5,14.1,5.4,0.7,3.0,6.0,0.9,0.7,1.5,0.127,-2.4,0.7,-1.8,0.0,0,0,0,2024
Dmytro Skapintsev,C,25,NYK,2,2,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.483,-16.0,-9.8,-25.9,0.0,0,1,0,2024
Jalen Slawson,SF,24,SAC,12,37,6.6,3.0,18.6,10.6,6.9,1.3,2.5,9.2,0.0,0.0,0.0,0.058,-7.5,1.1,-6.4,0.0,0,1,0,2024
Javonte Smart,PG,24,PHI,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,-6.2,-2.1,-8.3,0.0,0,0,0,2024
Marcus Smart,PG,29,MEM,20,605,11.8,1.0,8.9,4.8,22.7,3.3,0.8,22.9,-0.5,0.7,0.2,0.02,-3.3,0.9,-2.4,0.0,0,0,0,2024
Dennis Smith Jr.,PG,26,BRK,56,1059,13.4,5.0,12.1,8.5,27.3,3.2,1.0,17.7,0.5,1.3,1.8,0.08,-2.6,1.8,-0.8,0.3,0,0,0,2024
Dru Smith,SG,26,MIA,9,131,12.8,5.1,7.0,6.1,15.0,3.4,2.2,13.2,0.1,0.2,0.3,0.125,-1.8,3.2,1.4,0.1,0,0,0,2024
Ish Smith,PG,35,CHO,43,741,6.8,1.6,10.2,5.8,26.4,1.1,0.5,12.3,-0.5,0.2,-0.4,-0.025,-5.6,-1.2,-6.8,-0.9,0,0,0,2024
Jabari Smith Jr.,PF,20,HOU,76,2424,13.8,6.1,21.3,13.6,7.1,1.0,2.3,17.6,2.4,3.2,5.6,0.111,-0.5,0.1,-0.4,1.0,0,0,0,2024
Jalen Smith,C,23,IND,61,1047,20.7,12.1,24.3,18.2,8.0,0.8,2.9,19.4,3.1,0.9,4.0,0.182,3.2,-0.8,2.4,1.2,0,0,0,2024
Nick Smith Jr.,SG,19,CHO,51,729,8.1,2.7,8.6,5.5,12.0,0.7,0.9,20.3,-0.6,0.1,-0.5,-0.036,-3.1,-2.8,-5.9,-0.7,0,1,0,2024
Terquavion Smith,PG,21,PHI,16,84,14.8,0.0,5.4,2.6,22.1,4.7,0.0,28.4,0.0,0.1,0.1,0.05,0.3,0.5,0.8,0.1,0,1,0,2024
Jeremy Sochan,PF,20,SAS,74,2193,11.4,6.7,16.9,11.7,16.0,1.3,1.5,18.8,-0.5,1.9,1.4,0.03,-2.8,-0.6,-3.4,-0.8,0,0,0,2024
Pat Spencer,PG,27,GSW,6,26,9.4,8.4,8.2,8.3,23.3,0.0,0.0,8.1,0.0,0.0,0.0,0.084,-3.4,-3.1,-6.4,0.0,0,1,0,2024
Isaiah Stewart,PF,22,DET,46,1423,11.3,5.7,18.4,11.9,7.1,0.6,2.3,14.5,0.9,0.8,1.7,0.056,-1.6,-0.7,-2.3,-0.1,0,0,0,2024
Julian Strawther,SF,21,DEN,50,545,8.2,1.0,11.1,6.2,11.3,1.5,1.1,20.7,-0.4,0.6,0.2,0.015,-4.6,-1.4,-6.0,-0.6,0,1,0,2024
Max Strus,SF,27,CLE,70,2239,11.7,3.4,13.5,8.5,17.3,1.4,1.2,17.4,1.2,2.6,3.9,0.083,-1.1,0.5,-0.6,0.8,0,0,0,2024
Jalen Suggs,SG,22,ORL,75,2025,14.1,2.8,10.6,6.6,15.0,2.6,2.2,19.7,1.5,3.2,4.7,0.112,-0.6,1.6,1.0,1.5,0,0,0,2024
Cole Swider,SF,24,MIA,18,87,7.1,1.3,7.9,4.6,8.8,0.6,1.1,24.0,-0.2,0.1,-0.1,-0.05,-2.1,-2.4,-4.5,-0.1,0,0,0,2024
Jae'Sean Tate,SF,28,HOU,65,1031,9.3,6.3,14.3,10.2,8.2,2.0,1.3,11.7,0.4,1.3,1.8,0.082,-3.7,1.5,-2.3,-0.1,0,0,0,2024
Jayson Tatum,PF,25,BOS,74,2645,22.3,2.9,20.9,12.3,21.0,1.4,1.4,30.2,6.4,4.1,10.4,0.189,4.5,0.6,5.1,4.7,1,0,0,2024
Terry Taylor,PF,24,CHI,31,188,10.1,9.9,12.1,11.0,7.0,1.3,1.1,11.3,0.1,0.1,0.3,0.07,-3.1,-0.1,-3.2,0.0,0,0,0,2024
Garrett Temple,SG,37,TOR,27,289,9.5,6.7,10.5,8.6,12.5,2.0,0.9,15.0,0.0,0.2,0.2,0.032,-3.4,-1.2,-4.7,-0.2,0,0,0,2024
Dalen Terry,SG,21,CHI,59,681,10.2,4.7,14.1,9.3,15.6,2.0,2.7,13.4,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0.0,0,0,0,2024
Cam Thomas,SG,22,BRK,66,2075,16.1,1.4,10.1,5.6,15.7,1.1,0.7,30.5,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,0,0,0,2024
Isaiah Thomas,PG,34,PHO,6,19,6.7,0.0,0.0,0.0,21.9,0.0,0.0,22.8,0.0,0.0,0.0,-0.03,-1.6,-5.2,-6.9,0.0,0,0,0,2024
Amen Thompson,SF,21,HOU,62,1388,18.2,11.3,20.4,15.8,17.0,2.7,2.5,18.5,1.9,2.4,4.3,0.149,-0.1,1.9,1.8,1.3,0,1,1,2024
Ausar Thompson,SF,21,DET,63,1583,12.8,8.9,19.6,14.2,10.8,2.1,3.2,16.6,0.1,1.7,1.8,0.053,-2.8,0.6,-2.2,-0.1,0,1,0,2024
Klay Thompson,SF,33,GSW,77,2284,13.9,1.7,10.2,6.0,11.2,1.1,1.4,24.2,1.8,1.7,3.6,0.075,1.1,-1.5,-0.4,0.9,0,0,0,2024
Tristan Thompson,C,32,CLE,49,549,13.9,15.1,20.4,17.8,12.7,1.1,2.3,13.8,0.6,0.8,1.4,0.119,-2.1,0.6,-1.4,0.1,0,0,0,2024
JT Thor,PF,21,CHO,63,781,9.1,6.0,15.3,10.5,5.1,0.7,3.2,11.7,0.2,0.3,0.6,0.034,-3.5,-1.1,-4.5,-0.5,0,0,0,2024
Matisse Thybulle,SF,26,POR,65,1487,10.4,2.1,8.5,5.1,8.3,3.8,3.0,10.6,0.4,1.8,2.2,0.072,-2.8,3.4,0.6,0.9,0,0,0,2024
Jacob Toppin,SF,23,NYK,9,38,14.3,8.8,11.9,10.3,10.9,0.0,2.5,12.4,0.1,0.0,0.1,0.161,0.6,-1.3,-0.7,0.0,0,1,0,2024
Obi Toppin,PF,25,IND,82,1730,16.5,5.6,15.4,10.5,9.4,1.3,2.0,16.8,3.6,1.1,4.8,0.132,1.8,-0.3,1.5,1.5,0,0,0,2024
Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,8.3,21.6,14.8,9.0,0.9,1.7,11.3,-0.1,0.1,0.0,-0.024,-8.7,-0.6,-9.4,-0.1,0,0,0,2024
Karl-Anthony Towns,PF,28,MIN,62,2026,18.8,5.5,22.6,14.4,15.1,1.0,1.8,27.4,2.6,3.6,6.3,0.148,1.6,0.9,2.5,2.3,0,0,0,2024
Gary Trent Jr.,SG,25,TOR,71,1994,12.0,1.4,9.2,5.2,8.6,1.9,0.4,20.0,0.8,0.9,1.7,0.04,-1.2,-1.4,-2.6,-0.3,0,0,0,2024
Oscar Tshiebwe,PF,24,IND,8,42,24.8,21.6,21.6,21.6,6.4,2.2,1.9,23.5,0.1,0.0,0.2,0.221,4.5,-2.3,2.2,0.0,0,1,0,2024
Myles Turner,C,27,IND,77,2076,19.3,6.2,22.9,14.5,6.4,0.9,5.5,23.4,3.6,2.2,5.8,0.134,1.0,-0.1,0.9,1.5,0,0,0,2024
Hunter Tyson,PF,23,DEN,18,48,6.0,2.4,18.0,10.4,5.6,1.0,0.0,20.0,0.0,0.1,0.0,0.007,-6.8,-2.1,-8.9,-0.1,0,1,0,2024
Stanley Umude,SG,24,DET,24,307,11.4,2.9,15.9,9.3,4.9,1.3,2.0,15.6,0.3,0.2,0.5,0.085,-1.5,-0.1,-1.6,0.0,0,0,0,2024
Jonas Valančiūnas,C,31,NOP,82,1925,19.8,10.9,30.6,20.9,13.3,0.8,3.5,20.8,3.9,3.1,7.1,0.177,0.7,0.5,1.2,1.6,0,0,0,2024
Jarred Vanderbilt,PF,24,LAL,29,581,11.6,8.3,17.7,13.2,7.7,2.9,0.7,11.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0.0,0,0,0,2024
Fred VanVleet,PG,29,HOU,73,2684,16.7,1.3,9.9,5.6,31.1,1.8,2.0,19.7,5.3,3.1,8.4,0.15,2.6,0.8,3.4,3.6,0,0,0,2024
Devin Vassell,SG,23,SAS,68,2248,15.7,1.3,11.3,6.3,19.1,1.5,0.8,23.5,2.0,1.6,3.6,0.077,0.9,-0.9,0.0,1.1,0,0,0,2024
Sasha Vezenkov,PF,28,SAC,42,511,13.3,6.4,14.8,10.5,5.1,1.9,1.3,17.5,0.5,0.5,1.0,0.098,-0.2,-0.7,-0.9,0.1,0,1,0,2024
Gabe Vincent,PG,27,LAL,11,218,3.1,2.1,2.4,2.3,11.6,2.0,0.0,10.9,-0.3,0.1,-0.1,-0.033,-6.9,0.4,-6.5,-0.2,0,0,0,2024
Nikola Vučević,C,33,CHI,76,2610,17.7,8.8,25.8,17.1,15.2,1.0,2.4,23.3,2.7,2.8,5.4,0.1,0.8,-0.7,0.1,1.4,0,0,0,2024
Tristan Vukcevic,C,20,WAS,10,153,13.9,4.1,21.5,12.6,12.1,1.5,3.7,23.9,0.0,0.1,0.1,0.045,-3.5,-0.1,-3.6,-0.1,0,1,0,2024
Dean Wade,PF,27,CLE,54,1108,10.2,3.8,18.2,11.1,5.0,1.8,2.0,10.5,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6,0,0,0,2024
Franz Wagner,SF,22,ORL,72,2337,17.6,3.6,15.7,9.6,18.8,1.6,1.1,25.7,3.1,3.2,6.4,0.131,0.9,0.3,1.2,1.9,0,0,0,2024
Moritz Wagner,C,26,ORL,80,1415,20.6,9.6,19.3,14.4,11.2,1.4,1.4,22.8,3.5,2.0,5.6,0.188,1.7,0.3,2.0,1.4,0,0,0,2024
Jabari Walker,SF,21,POR,72,1700,13.0,9.4,25.0,16.7,6.2,1.2,1.2,16.3,1.4,1.6,2.9,0.083,-2.4,-0.9,-3.3,-0.6,0,0,0,2024
Jarace Walker,PF,20,IND,33,340,11.8,4.0,17.0,10.5,13.9,2.1,2.6,16.1,0.1,0.3,0.4,0.058,-0.5,0.7,0.2,0.2,0,1,0,2024
Lonnie Walker IV,SG,25,BRK,58,1011,13.1,1.4,12.7,6.9,11.5,1.6,1.8,24.4,-0.1,0.9,0.8,0.038,-0.4,-1.0,-1.4,0.2,0,0,0,2024
Cason Wallace,SG,20,OKC,82,1692,12.0,3.6,8.6,6.2,8.9,2.2,2.0,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,0,1,1,2024
Jordan Walsh,SF,19,BOS,9,83,8.4,6.8,18.7,13.0,7.2,3.0,1.1,9.9,0.0,0.2,0.2,0.089,-5.6,1.8,-3.8,0.0,0,1,0,2024
T.J. Warren,SF,30,MIN,11,125,9.2,4.8,14.8,10.0,10.1,1.6,0.7,16.5,0.0,0.2,0.2,0.06,-5.0,0.5,-4.5,-0.1,0,0,0,2024
TyTy Washington Jr.,PG,22,MIL,11,56,4.6,2.0,7.7,4.9,11.4,2.6,0.0,17.0,-0.1,0.1,-0.1,-0.072,-7.1,-1.0,-8.2,-0.1,0,0,0,2024
Lindy Waters III,SG,26,OKC,38,280,15.3,2.9,12.6,8.0,11.5,0.9,2.3,17.3,0.6,0.3,0.9,0.15,2.4,-0.5,1.9,0.3,0,0,0,2024
Trendon Watford,PF,23,BRK,63,856,15.7,6.5,18.7,12.4,14.6,1.3,2.0,21.1,0.9,0.9,1.8,0.1,-0.9,0.4,-0.5,0.3,0,0,0,2024
Peyton Watson,SF,21,DEN,80,1488,11.8,4.3,14.6,9.6,7.4,1.4,5.0,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1,0,0,0,2024
Victor Wembanyama,C,20,SAS,71,2106,23.1,8.2,30.7,19.4,21.5,2.0,10.0,32.2,-0.7,4.4,3.7,0.085,1.9,3.3,5.2,3.8,0,1,1,2024
Blake Wesley,SG,20,SAS,61,876,10.1,2.2,9.5,5.8,25.3,1.6,0.9,14.7,0.3,0.6,0.9,0.05,-4.0,0.1,-4.0,-0.4,0,0,0,2024
Russell Westbrook,PG,35,LAC,68,1529,16.2,7.1,17.8,12.7,29.2,2.4,1.4,25.2,0.2,1.9,2.1,0.066,-0.2,0.7,0.5,1.0,0,0,0,2024
Coby White,PG,23,CHI,79,2881,14.5,1.7,12.4,6.9,20.8,0.9,0.6,22.7,3.1,1.6,4.7,0.078,0.7,-1.3,-0.7,0.9,0,0,0,2024
Derrick White,SG,29,BOS,73,2381,16.9,2.4,11.3,7.0,21.2,1.5,3.2,18.6,5.2,3.3,8.5,0.171,2.4,1.4,3.8,3.5,0,0,0,2024
Jack White,SF,26,MEM,4,64,1.1,6.6,14.2,10.3,2.0,3.1,1.5,12.1,-0.2,0.1,-0.1,-0.1,-9.1,-1.2,-10.3,-0.1,0,0,0,2024
Cam Whitmore,SF,19,HOU,47,880,16.6,5.3,16.7,11.0,6.0,1.7,1.8,27.1,0.4,1.1,1.5,0.082,1.0,-0.9,0.1,0.5,0,1,0,2024
Aaron Wiggins,SG,25,OKC,78,1228,15.6,5.7,11.0,8.4,9.3,2.2,1.4,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,0,0,0,2024
Andrew Wiggins,SF,28,GSW,71,1920,12.7,6.2,11.8,9.0,8.6,1.1,1.9,20.9,1.2,1.6,2.8,0.07,-1.4,-1.2,-2.5,-0.3,0,0,0,2024
Lindell Wigginton,PG,25,MIL,3,8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,-0.154,-14.6,-9.2,-23.9,0.0,0,0,0,2024
Alondes Williams,SG,24,MIA,7,16,-7.9,0.0,7.1,3.5,0.0,0.0,6.1,29.1,-0.1,0.0,-0.1,-0.357,-17.8,-5.4,-23.2,-0.1,0,0,0,2024
Brandon Williams,PG,24,DAL,17,113,9.3,3.9,8.7,6.3,20.9,0.4,0.8,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,0,0,0,2024
Jalen Williams,PF,22,OKC,71,2223,19.1,1.9,11.8,7.1,21.3,1.7,1.9,23.7,4.5,2.7,7.3,0.157,2.0,0.3,2.3,2.4,0,0,0,2024
Jaylin Williams,C,21,OKC,69,897,12.7,4.7,23.7,14.5,15.0,1.5,2.8,13.5,1.0,1.5,2.4,0.13,-0.8,1.9,1.1,0.7,0,0,0,2024
Jeenathan Williams,SG,24,HOU,22,129,15.6,9.9,9.2,9.6,8.3,1.5,0.7,19.7,0.2,0.1,0.3,0.11,-0.8,-0.8,-1.6,0.0,0,0,0,2024
Kenrich Williams,PF,29,OKC,69,1029,11.9,6.9,15.4,11.3,11.4,1.8,0.8,13.4,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3,0,0,0,2024
Malik Williams,C,25,TOR,7,107,4.9,15.1,24.1,19.5,2.4,1.4,3.3,15.1,-0.3,0.1,-0.2,-0.069,-7.8,-3.7,-11.5,-0.3,0,1,0,2024
Mark Williams,C,22,CHO,19,508,22.5,16.3,24.6,20.4,6.8,1.6,3.7,17.1,1.6,0.5,2.1,0.198,1.6,-0.8,0.8,0.3,0,0,0,2024
Patrick Williams,PF,22,CHI,43,1174,11.0,4.3,11.7,7.9,7.7,1.7,2.9,16.6,0.1,1.0,1.2,0.048,-2.1,-0.1,-2.3,-0.1,0,0,0,2024
Robert Williams,C,26,POR,6,119,17.2,9.8,27.0,17.9,6.3,2.9,5.3,13.2,0.2,0.2,0.4,0.144,-2.2,2.9,0.7,0.1,0,0,0,2024
Vince Williams Jr.,SG,23,MEM,52,1436,12.8,4.3,18.3,11.0,18.0,1.6,2.2,15.8,1.1,1.7,2.8,0.093,-1.7,1.0,-0.7,0.5,0,0,0,2024
Ziaire Williams,SF,22,MEM,51,1038,9.3,3.5,15.9,9.5,11.1,1.7,0.8,19.7,-0.9,1.1,0.2,0.01,-4.0,-0.4,-4.5,-0.6,0,0,0,2024
Zion Williamson,PF,23,NOP,70,2207,22.8,6.2,14.2,10.2,26.5,1.7,2.1,29.7,4.7,2.8,7.5,0.164,3.3,0.6,3.8,3.3,0,0,0,2024
D.J. Wilson,PF,27,PHI,2,15,31.6,7.2,7.5,7.4,22.5,0.0,12.2,17.3,0.1,0.0,0.1,0.355,15.5,7.0,22.4,0.1,0,0,0,2024
Jalen Wilson,PF,23,BRK,43,664,10.8,7.5,14.2,10.8,9.3,0.8,0.5,14.3,0.6,0.4,1.1,0.077,-1.8,-1.1,-2.9,-0.2,0,1,0,2024
James Wiseman,C,22,DET,63,1091,14.8,11.0,23.5,17.2,7.3,0.5,3.1,16.3,1.3,0.8,2.1,0.094,-2.6,-0.9,-3.5,-0.4,0,0,0,2024
Isaiah Wong,SG,23,IND,1,4,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,0.0,0.0,-0.277,-11.3,-7.7,-19.0,0.0,0,1,0,2024
Christian Wood,PF,28,LAL,50,872,12.3,5.2,26.1,16.2,7.4,0.9,3.3,17.6,0.0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2,0,0,0,2024
Trae Young,PG,25,ATL,54,1942,20.3,1.2,7.3,4.2,45.1,1.8,0.5,30.5,4.0,0.6,4.6,0.114,4.9,-2.3,2.6,2.2,0,0,0,2024
Omer Yurtseven,C,25,UTA,48,545,15.0,14.7,27.3,21.0,7.7,0.7,2.9,17.9,0.3,0.4,0.7,0.062,-1.6,-1.5,-3.0,-0.1,0,0,0,2024
Cody Zeller,C,31,NOP,43,320,12.8,16.9,22.0,19.5,15.2,1.4,1.5,12.9,0.4,0.4,0.8,0.124,-2.9,0.3,-2.6,0.0,0,0,0,2024
Ivica Zubac,C,26,LAC,68,1794,19.3,12.8,26.2,19.7,7.5,0.6,4.2,16.4,4.5,2.3,6.8,0.182,0.8,0.0,0.8,1.3,0,0,0,2024
