Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Ja Morant,PG,22,MEM,57,1889,24.4,4.2,14.1,9.0,34.1,1.7,1.0,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9,1,0,0,2022
Jaylen Morris,SG,26,SAS,3,16,-11.4,0.0,13.2,6.6,14.0,0.0,0.0,23.1,-0.1,0.0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1,0,0,0,2022
Marcus Morris,PF,32,LAC,54,1564,13.7,1.8,14.0,8.1,11.3,0.9,1.0,23.2,0.9,1.5,2.4,0.074,-0.3,-1.0,-1.4,0.3,0,0,0,2022
Markieff Morris,PF,32,MIA,17,298,10.9,6.6,10.5,8.6,12.1,1.0,0.4,20.6,0.0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0.0,0,0,0,2022
Monte Morris,PG,26,DEN,75,2239,14.7,1.4,9.6,5.6,21.4,1.2,0.6,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,0,0,0,2022
Emmanuel Mudiay,PG,25,SAC,2,11,12.3,0.0,0.0,0.0,43.4,4.4,0.0,18.6,0.0,0.0,0.0,0.023,-2.7,1.5,-1.2,0.0,0,0,0,2022
Ade Murkey,SG,24,SAC,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,0,1,0,2022
Trey Murphy III,SF,21,NOP,62,864,12.5,5.9,13.1,9.4,6.2,1.3,0.8,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2,0,1,0,2022
Dejounte Murray,PG,25,SAS,68,2366,22.3,3.5,21.6,12.5,40.6,2.8,0.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,0,0,0,2022
Mike Muscala,C,30,OKC,43,592,19.7,3.6,19.1,11.2,6.2,1.5,4.1,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5.0,1.1,0,0,0,2022
Svi Mykhailiuk,SF,24,TOR,56,716,9.6,2.9,11.5,7.0,8.8,1.8,0.5,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2,0,0,0,2022
Abdel Nader,SF,28,PHO,14,145,4.9,3.0,16.6,10.0,5.9,2.7,2.5,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-4.9,-0.1,0,0,0,2022
RJ Nembhard Jr.,SG,22,CLE,14,63,8.0,5.4,6.9,6.1,26.1,0.8,0.0,16.0,0.0,0.0,0.0,0.01,-4.4,-1.5,-6.0,-0.1,0,1,0,2022
Aaron Nesmith,SF,22,BOS,52,574,7.3,2.9,13.6,8.4,5.4,1.7,0.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,0,0,0,2022
Raul Neto,PG,29,WAS,70,1372,12.4,1.1,9.6,5.4,22.9,2.0,0.2,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,0,0,0,2022
Malik Newman,PG,24,CLE,1,8,28.6,0.0,13.5,6.9,27.8,0.0,0.0,38.1,0.0,0.0,0.0,0.179,6.3,0.1,6.4,0.0,0,0,0,2022
Georges Niang,PF,28,PHI,76,1736,10.7,1.6,11.3,6.5,8.7,0.9,0.7,16.8,1.5,1.3,2.8,0.077,-0.8,-1.1,-1.9,0.0,0,0,0,2022
Daishen Nix,SG,19,HOU,24,261,8.1,2.9,11.0,6.9,21.5,2.7,0.0,17.3,-0.3,0.1,-0.2,-0.033,-5.4,-1.0,-6.4,-0.3,0,1,0,2022
Zeke Nnaji,PF,21,DEN,41,698,13.5,9.3,14.1,11.8,3.4,1.1,1.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0.0,0,0,0,2022
Nerlens Noel,C,27,NYK,25,562,11.8,9.0,18.1,13.5,5.7,2.7,5.4,7.3,0.4,1.0,1.5,0.128,-3.1,3.3,0.3,0.3,0,0,0,2022
Jaylen Nowell,SG,22,MIN,62,975,16.8,2.4,11.4,6.8,20.2,1.3,1.0,21.0,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,0,0,0,2022
Frank Ntilikina,SG,23,DAL,58,685,10.4,1.9,10.9,6.4,14.7,2.0,0.9,17.4,0.1,0.9,0.9,0.065,-2.8,0.9,-1.9,0.0,0,0,0,2022
Jusuf Nurkić,C,27,POR,56,1579,20.0,11.2,32.6,21.5,16.6,1.9,2.1,23.6,2.0,1.7,3.6,0.11,0.1,0.2,0.3,0.9,0,0,0,2022
David Nwaba,SF,29,HOU,46,609,15.3,7.4,20.0,13.6,8.5,2.2,2.9,15.8,0.8,0.5,1.3,0.105,-0.6,0.0,-0.6,0.2,0,0,0,2022
Jordan Nwora,SF,23,MIL,62,1185,9.9,3.4,16.1,9.9,7.0,1.0,1.4,19.4,-0.4,1.1,0.6,0.025,-2.7,-1.5,-4.1,-0.6,0,0,0,2022
Royce O'Neale,SF,28,UTA,77,2406,10.3,3.0,13.4,8.4,10.5,1.8,1.2,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7,0,0,0,2022
Chuma Okeke,PF,23,ORL,70,1749,12.0,2.8,18.2,10.5,10.1,2.7,2.2,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8,0,0,0,2022
Josh Okogie,SG,23,MIN,49,516,9.0,5.9,8.7,7.3,6.2,2.4,2.2,12.1,0.1,0.5,0.7,0.062,-3.7,0.9,-2.7,-0.1,0,0,0,2022
Onyeka Okongwu,C,21,ATL,48,992,19.8,12.8,18.4,15.6,7.6,1.5,5.4,14.0,3.1,1.1,4.2,0.202,0.0,0.8,0.8,0.7,0,0,0,2022
Isaac Okoro,SF,21,CLE,67,1981,10.4,4.1,7.1,5.6,8.5,1.4,1.0,12.4,2.4,1.9,4.2,0.103,-2.4,0.7,-1.7,0.1,0,0,0,2022
KZ Okpala,PF,22,MIA,21,244,10.4,5.2,13.7,9.5,8.3,0.8,3.0,14.4,0.2,0.3,0.5,0.097,-3.2,0.4,-2.8,-0.1,0,0,0,2022
Victor Oladipo,SG,29,MIA,8,173,16.8,2.0,12.9,7.5,26.3,1.4,0.6,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,0,0,0,2022
Cameron Oliver,SF,25,ATL,2,43,21.4,5.1,10.1,7.6,11.1,1.1,2.1,16.6,0.2,0.0,0.2,0.219,2.3,-0.5,1.7,0.0,0,0,0,2022
Kelly Olynyk,C,30,DET,40,764,16.7,7.3,18.3,12.5,23.3,2.0,2.2,21.5,0.8,0.8,1.6,0.104,0.5,1.0,1.6,0.7,0,0,0,2022
Eugene Omoruyi,SF,24,DAL,4,18,17.0,12.3,30.9,21.6,15.8,0.0,0.0,16.9,0.1,0.0,0.1,0.201,3.3,0.7,4.0,0.0,0,1,0,2022
Miye Oni,SG,24,UTA,16,44,0.4,2.6,14.4,8.7,14.2,0.0,0.0,10.3,-0.1,0.0,0.0,-0.032,-7.6,-0.3,-7.9,-0.1,0,0,0,2022
Cedi Osman,SF,26,CLE,66,1462,13.3,1.9,9.0,5.5,14.1,1.8,0.6,21.1,1.3,1.6,2.9,0.094,-0.3,0.5,0.2,0.8,0,0,0,2022
Daniel Oturu,C,22,TOR,3,27,13.4,3.8,17.0,10.0,0.0,0.0,7.2,13.0,0.0,0.0,0.1,0.121,-2.7,-2.5,-5.2,0.0,0,0,0,2022
Kelly Oubre Jr.,SF,26,CHO,76,1999,14.9,4.1,12.0,8.0,6.2,1.8,1.5,23.0,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3,0,0,0,2022
Jaysean Paige,PG,27,DET,1,7,-22.2,0.0,16.3,7.7,18.1,0.0,0.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0,0,1,0,2022
Trayvon Palmer,SG,27,DET,1,17,-5.7,0.0,13.4,6.4,0.0,0.0,0.0,5.0,-0.1,0.0,0.0,-0.133,-13.1,-1.8,-15.0,-0.1,0,1,0,2022
Kevin Pangos,PG,29,CLE,24,166,6.5,1.4,5.9,3.7,24.6,0.9,0.0,14.6,-0.1,0.1,0.1,0.016,-4.7,-1.4,-6.1,-0.2,0,1,0,2022
Jabari Parker,PF,26,BOS,12,112,14.8,5.0,21.7,13.5,7.9,1.8,0.8,19.6,0.1,0.2,0.3,0.141,-0.3,1.1,0.7,0.1,0,0,0,2022
Eric Paschall,PF,25,UTA,58,737,13.9,4.6,10.9,7.9,7.1,0.6,0.6,17.7,1.4,0.5,2.0,0.127,0.5,-1.0,-0.5,0.3,0,0,0,2022
Chris Paul,PG,36,PHO,65,2139,20.8,1.1,12.8,7.1,44.5,2.7,0.8,19.7,5.8,3.6,9.4,0.21,3.1,2.3,5.4,4.0,1,0,0,2022
Cameron Payne,PG,27,PHO,58,1278,13.8,2.1,12.3,7.3,30.7,1.5,1.2,24.6,0.2,1.8,1.9,0.073,-0.4,0.4,0.0,0.7,0,0,0,2022
Elfrid Payton,PG,27,PHO,50,549,7.9,4.2,12.8,8.6,23.0,2.2,1.0,18.5,-1.0,0.8,-0.2,-0.014,-4.6,1.2,-3.5,-0.2,0,0,0,2022
Gary Payton II,SG,29,GSW,71,1248,17.8,6.5,14.9,10.8,7.6,3.8,1.7,14.3,2.5,2.6,5.2,0.199,0.3,3.4,3.7,1.8,0,0,0,2022
Norvel Pelle,C,28,UTA,3,19,12.2,17.9,16.7,17.3,0.0,0.0,4.6,16.0,0.0,0.0,0.0,0.038,-3.0,-4.1,-7.1,0.0,0,0,0,2022
Jamorko Pickett,PF,24,DET,13,176,7.6,3.5,16.8,9.8,5.8,0.0,3.6,13.6,0.0,0.1,0.1,0.015,-2.8,-2.1,-5.0,-0.1,0,1,0,2022
Theo Pinson,SF,26,DAL,19,148,11.9,1.5,14.3,7.9,15.9,1.7,1.2,14.7,0.2,0.2,0.4,0.122,-1.5,1.0,-0.5,0.1,0,0,0,2022
Mason Plumlee,C,31,CHO,73,1793,14.7,10.2,23.3,16.7,16.4,1.6,2.7,11.7,2.7,2.0,4.7,0.127,-1.5,1.5,0.0,0.9,0,0,0,2022
Jakob Poeltl,C,26,SAS,68,1970,20.8,13.9,20.0,16.9,14.0,1.1,5.0,18.3,4.4,2.5,6.9,0.168,0.9,0.7,1.6,1.7,0,0,0,2022
Aleksej Pokusevski,PF,20,OKC,61,1233,12.0,6.0,20.8,13.3,16.5,1.5,2.9,20.0,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,0,0,0,2022
Yves Pons,SF,22,MEM,12,71,5.9,7.2,10.6,8.8,1.7,0.7,5.0,10.3,0.0,0.1,0.0,0.03,-4.9,-1.7,-6.6,-0.1,0,1,0,2022
Jordan Poole,SG,22,GSW,76,2283,16.1,1.7,10.5,6.2,21.0,1.3,1.0,26.0,3.1,2.9,6.0,0.126,1.3,-0.3,1.0,1.7,0,0,0,2022
Kevin Porter Jr.,PG,21,HOU,61,1907,13.5,2.5,13.0,7.7,30.7,1.7,1.0,24.1,0.0,0.8,0.8,0.021,-0.1,-1.6,-1.6,0.2,0,0,0,2022
Michael Porter Jr.,SF,23,DEN,9,265,7.5,3.9,20.4,12.4,8.9,1.9,0.7,19.7,-0.5,0.3,-0.2,-0.032,-3.9,0.5,-3.5,-0.1,0,0,0,2022
Otto Porter Jr.,PF,28,GSW,63,1396,15.9,6.9,21.0,14.2,9.6,2.4,2.0,15.0,2.2,2.7,4.9,0.168,1.0,2.1,3.1,1.8,0,0,0,2022
Bobby Portis,C,26,MIL,72,2028,17.7,9.6,24.4,17.2,6.4,1.3,2.4,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,0,0,0,2022
Micah Potter,C,23,DET,3,31,13.6,13.3,18.4,15.7,0.0,1.6,2.9,17.8,0.0,0.0,0.0,0.073,-4.0,-3.0,-7.1,0.0,0,1,0,2022
Dwight Powell,C,30,DAL,82,1798,18.1,10.7,14.3,12.5,8.1,1.0,2.0,14.0,6.0,2.2,8.2,0.219,0.4,0.5,0.9,1.3,0,0,0,2022
Myles Powell,PG,24,PHI,11,52,0.2,2.2,10.6,6.4,8.0,1.0,0.0,18.0,-0.2,0.0,-0.1,-0.109,-10.5,-2.2,-12.7,-0.1,0,1,0,2022
Joshua Primo,SF,19,SAS,50,965,7.1,3.5,8.9,6.1,10.6,1.0,2.0,15.4,-0.6,0.6,0.0,0.001,-3.8,-1.1,-5.0,-0.7,0,1,0,2022
Taurean Prince,PF,27,MIN,69,1177,12.4,2.3,13.8,7.9,8.1,1.9,1.9,17.0,1.0,1.2,2.2,0.09,-1.0,0.0,-0.9,0.3,0,0,0,2022
Payton Pritchard,PG,24,BOS,71,1001,15.0,3.5,10.8,7.2,20.4,1.2,0.5,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1.0,0,0,0,2022
Trevelin Queen,SG,24,HOU,10,74,18.2,10.3,13.4,11.9,8.8,3.2,1.2,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,0,1,0,2022
Neemias Queta,C,22,SAC,15,120,12.7,12.6,15.6,14.1,7.2,0.4,5.8,18.4,0.0,0.1,0.1,0.051,-4.1,-1.0,-5.1,-0.1,0,1,0,2022
Immanuel Quickley,PG,22,NYK,78,1802,14.6,1.8,13.1,7.4,24.5,1.5,0.2,22.2,2.5,1.8,4.2,0.113,0.2,0.0,0.2,1.0,0,0,0,2022
Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,3.2,7.4,5.3,7.9,0.4,0.6,22.2,-0.1,0.0,-0.1,-0.047,-3.5,-3.4,-6.9,-0.2,0,0,0,2022
Julius Randle,PF,27,NYK,72,2544,15.7,5.2,25.5,15.1,25.1,1.0,1.5,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,0,0,0,2022
Austin Reaves,SG,23,LAL,61,1418,11.5,3.4,11.2,7.3,10.3,1.0,1.3,12.4,2.1,0.8,2.9,0.097,-1.3,-0.6,-1.9,0.0,0,1,0,2022
Davon Reed,SG,26,DEN,48,668,12.2,2.4,15.2,9.0,10.7,1.8,1.2,12.1,0.9,0.7,1.6,0.117,-0.6,0.3,-0.3,0.3,0,0,0,2022
Paul Reed,C,22,PHI,38,302,21.4,16.6,17.4,17.0,8.3,5.5,4.2,16.7,0.6,0.7,1.3,0.212,-0.8,2.9,2.1,0.3,0,0,0,2022
Naz Reid,C,22,MIN,77,1215,17.2,8.8,18.0,13.3,8.7,1.6,5.6,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0.0,0.6,0,0,0,2022
Nick Richards,C,24,CHO,50,367,15.9,9.7,15.2,12.4,4.9,1.2,5.4,15.4,0.6,0.3,1.0,0.125,-2.6,-0.2,-2.8,-0.1,0,0,0,2022
Austin Rivers,SG,29,DEN,67,1480,7.2,1.5,6.9,4.3,8.0,1.7,0.4,12.6,0.1,1.1,1.2,0.037,-3.5,-0.3,-3.8,-0.7,0,0,0,2022
Duncan Robinson,SG,27,MIA,79,2043,10.6,1.4,9.8,5.6,9.3,1.0,0.7,17.7,1.9,2.0,3.9,0.092,-0.3,-0.3,-0.6,0.7,0,0,0,2022
Mitchell Robinson,C,23,NYK,72,1848,20.7,16.8,19.1,17.9,3.2,1.6,7.1,11.4,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,0,0,0,2022
Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,7.0,19.1,13.0,6.7,1.3,1.3,15.4,0.4,1.0,1.5,0.065,-1.9,-0.4,-2.2,-0.1,0,1,0,2022
Isaiah Roby,PF,23,OKC,45,948,18.3,8.0,15.6,11.8,12.1,1.8,3.3,19.0,1.8,1.1,2.9,0.147,0.4,0.2,0.6,0.6,0,0,0,2022
Derrick Rose,PG,33,NYK,26,636,16.9,3.5,9.8,6.6,27.5,1.7,1.9,22.5,0.8,0.7,1.4,0.108,2.3,0.0,2.3,0.7,0,0,0,2022
Terrence Ross,SG,30,ORL,63,1448,10.0,1.5,10.3,5.9,12.5,0.9,0.8,20.5,-0.5,0.9,0.3,0.011,-2.5,-1.1,-3.7,-0.6,0,0,0,2022
Terry Rozier,SG,27,CHO,73,2458,17.6,2.4,11.3,6.8,19.7,1.8,1.0,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,0,0,0,2022
Ricky Rubio,PG,31,CLE,34,970,14.0,1.7,14.1,8.0,34.6,2.5,0.6,24.9,-0.1,1.4,1.3,0.064,-1.0,1.2,0.2,0.5,0,0,0,2022
D'Angelo Russell,PG,25,MIN,65,2077,16.3,1.3,10.1,5.6,33.1,1.4,1.0,25.1,2.9,1.5,4.4,0.101,2.2,-1.5,0.8,1.4,0,0,0,2022
Matt Ryan,SF,24,BOS,1,5,3.5,0.0,0.0,0.0,0.0,9.9,0.0,44.0,0.0,0.0,0.0,-0.25,-9.9,-3.8,-13.7,0.0,0,1,0,2022
Olivier Sarr,C,22,OKC,22,421,14.0,8.2,14.6,11.4,6.9,0.7,3.3,13.9,0.7,0.3,1.0,0.116,-2.7,-1.3,-4.0,-0.2,0,1,0,2022
Jordan Schakel,SG,23,WAS,4,30,-1.2,7.5,21.8,14.8,0.0,1.6,0.0,19.1,-0.2,0.0,-0.1,-0.204,-8.6,-4.3,-13.0,-0.1,0,1,0,2022
Admiral Schofield,SF,24,ORL,38,469,7.5,3.8,16.3,10.0,7.9,0.4,1.0,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,0,0,0,2022
Tre Scott,SF,25,CLE,2,11,20.4,10.3,9.8,10.1,0.0,4.5,8.1,24.1,0.0,0.0,0.0,0.138,-4.8,1.8,-3.0,0.0,0,1,0,2022
Jay Scrubb,SG,21,LAC,18,121,9.3,1.8,11.9,7.0,9.7,1.6,2.1,20.8,-0.1,0.1,0.0,0.002,-4.4,-0.4,-4.8,-0.1,0,0,0,2022
Wayne Selden,SG,27,NYK,3,19,4.3,0.0,5.8,2.8,7.2,0.0,0.0,13.3,0.0,0.0,0.0,0.016,-4.3,-1.6,-5.9,0.0,0,0,0,2022
Alperen Sengun,C,19,HOU,72,1489,16.0,10.1,18.9,14.5,19.1,1.9,4.1,22.0,0.8,1.3,2.1,0.068,-1.6,0.6,-1.0,0.4,0,1,0,2022
Collin Sexton,SG,23,CLE,11,316,11.2,4.6,7.9,6.3,11.9,1.6,0.0,27.9,-0.4,0.3,-0.1,-0.009,-3.5,-0.7,-4.1,-0.2,0,0,0,2022
Landry Shamet,SG,24,PHO,69,1437,10.2,1.2,8.0,4.7,9.7,0.9,0.6,16.8,1.1,1.5,2.6,0.085,-0.9,-0.4,-1.2,0.3,0,0,0,2022
Day'Ron Sharpe,PF,20,BRK,32,391,20.7,23.2,21.4,22.3,6.7,1.2,3.4,21.7,0.8,0.5,1.2,0.152,-0.3,-2.5,-2.8,-0.1,0,1,0,2022
Pascal Siakam,PF,27,TOR,68,2578,20.3,5.1,20.1,12.2,23.0,1.6,1.6,25.8,4.9,3.2,8.1,0.151,2.7,0.8,3.5,3.6,1,0,0,2022
Marko Simonovic,C,22,CHI,9,35,10.2,16.2,16.0,16.1,0.0,1.4,2.5,27.5,0.0,0.0,0.0,-0.011,-6.1,-5.0,-11.1,-0.1,0,1,0,2022
Anfernee Simons,SG,22,POR,57,1681,15.3,1.6,8.5,4.9,22.2,0.9,0.4,24.8,2.0,-0.1,1.9,0.055,1.9,-2.7,-0.7,0.5,0,0,0,2022
Zavier Simpson,PG,24,OKC,4,174,7.7,1.2,11.4,6.2,25.2,1.4,2.1,15.9,-0.2,0.1,-0.1,-0.018,-6.0,-1.9,-7.9,-0.3,0,1,0,2022
Jericho Sims,PF,23,NYK,41,555,11.6,11.6,21.3,16.4,5.3,1.0,3.9,6.9,0.7,0.8,1.5,0.128,-2.8,1.1,-1.7,0.0,0,1,0,2022
Deividas Sirvydis,SG,21,DET,3,27,0.1,0.0,25.3,12.0,4.9,5.4,3.3,15.9,-0.1,0.1,-0.1,-0.139,-10.8,2.2,-8.7,0.0,0,0,0,2022
Marcus Smart,PG,27,BOS,71,2296,13.6,2.0,10.5,6.4,25.6,2.6,0.7,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,0,0,0,2022
Dennis Smith Jr.,PG,24,POR,37,638,13.2,3.3,12.2,7.6,30.5,3.4,1.9,18.2,-0.1,0.5,0.4,0.031,-2.8,1.2,-1.7,0.1,0,0,0,2022
Jaden Springer,SG,19,PHI,2,6,26.4,18.9,18.3,18.6,0.0,0.0,30.0,15.0,0.0,0.0,0.0,0.138,8.3,8.7,17.1,0.0,0,1,0,2022
Cassius Stanley,SG,22,DET,9,155,8.0,3.3,10.3,6.6,3.9,1.6,1.2,15.6,0.0,0.1,0.1,0.021,-4.9,-1.0,-5.8,-0.2,0,0,0,2022
Lamar Stevens,PF,24,CLE,63,1015,11.3,5.2,12.5,8.9,6.5,1.5,1.6,17.1,0.4,1.2,1.6,0.078,-3.2,0.3,-2.9,-0.2,0,0,0,2022
Isaiah Stewart,C,20,DET,71,1816,14.0,12.8,24.5,18.4,6.9,0.6,3.9,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,0,0,0,2022
Max Strus,SF,25,MIA,68,1587,12.7,1.7,12.5,7.2,8.8,0.9,1.1,18.1,2.0,1.7,3.6,0.11,1.4,-0.4,0.9,1.2,0,0,0,2022
Jalen Suggs,PG,20,ORL,48,1307,8.6,2.1,11.7,6.9,24.9,2.2,1.3,25.3,-3.0,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2,0,1,0,2022
Craig Sword,SG,28,WAS,3,19,14.2,0.0,0.0,0.0,7.7,10.4,0.0,11.7,0.0,0.0,0.1,0.158,-8.6,10.0,1.4,0.0,0,1,0,2022
Keifer Sykes,PG,28,IND,32,566,5.9,1.5,7.4,4.4,14.9,1.0,0.6,17.4,-0.5,0.1,-0.5,-0.04,-4.4,-2.4,-6.9,-0.7,0,1,0,2022
Jae'Sean Tate,PF,26,HOU,78,2056,14.3,7.2,15.3,11.2,16.9,1.7,1.8,19.6,1.9,1.1,3.0,0.071,-1.3,-0.5,-1.8,0.1,0,0,0,2022
Jayson Tatum,SF,23,BOS,76,2731,21.8,3.5,20.2,12.1,21.1,1.4,1.6,32.1,5.0,4.6,9.6,0.169,4.3,0.6,5.0,4.8,1,0,0,2022
Terry Taylor,PF,22,IND,33,714,19.0,14.6,12.2,13.4,8.6,1.0,1.0,15.9,2.2,0.2,2.4,0.16,2.1,-2.8,-0.6,0.2,0,1,0,2022
Garrett Temple,SG,35,NOP,59,1098,8.6,2.9,11.8,7.2,9.2,1.9,2.0,13.9,-0.1,1.0,0.8,0.037,-2.8,0.3,-2.5,-0.1,0,0,0,2022
Emanuel Terry,PF,25,PHO,3,18,-0.1,48.9,40.6,44.7,12.2,2.7,0.0,23.9,-0.1,0.0,-0.1,-0.256,-13.0,-5.3,-18.3,-0.1,0,0,0,2022
Tyrell Terry,PG,21,MEM,2,3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.222,-3.4,2.5,-1.0,0.0,0,0,0,2022
Jon Teske,C,24,MEM,3,8,1.5,0.0,26.8,13.1,13.8,6.0,0.0,9.6,0.0,0.0,0.0,-0.08,-8.5,3.7,-4.8,0.0,0,1,0,2022
Brodric Thomas,SG,25,BOS,12,60,10.0,3.7,14.1,9.0,26.0,0.8,1.5,19.2,0.0,0.1,0.1,0.052,-3.6,0.8,-2.8,0.0,0,0,0,2022
Cam Thomas,SG,20,BRK,67,1176,11.7,1.5,13.1,7.5,9.7,1.4,0.6,22.1,0.0,0.8,0.8,0.033,-2.0,-1.4,-3.4,-0.4,0,1,0,2022
Matt Thomas,SG,27,CHI,40,459,9.9,0.7,11.5,6.1,5.8,0.9,0.6,14.5,0.3,0.2,0.6,0.058,-1.2,-1.5,-2.6,-0.1,0,0,0,2022
Klay Thompson,SG,31,GSW,32,941,16.7,1.8,12.4,7.3,16.1,0.8,1.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,0,0,0,2022
JT Thor,PF,19,CHO,33,262,9.7,4.4,13.1,8.7,9.2,1.5,4.0,12.0,0.1,0.2,0.3,0.058,-3.1,0.1,-3.0,-0.1,0,1,0,2022
Matisse Thybulle,SG,24,PHI,66,1685,11.2,2.8,7.1,5.0,6.1,3.4,3.8,9.5,1.2,2.5,3.7,0.107,-2.2,3.3,1.1,1.3,0,0,0,2022
Killian Tillie,C,23,MEM,36,461,7.6,4.7,9.1,6.8,5.9,2.4,2.9,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,0,0,0,2022
Xavier Tillman Sr.,PF,23,MEM,53,701,15.1,9.6,14.5,12.0,11.6,3.3,1.9,16.4,0.6,1.2,1.8,0.121,-1.1,1.8,0.7,0.5,0,0,0,2022
Isaiah Todd,PF,20,WAS,12,74,4.7,4.6,13.3,9.0,7.3,2.7,2.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1,0,1,0,2022
Obi Toppin,PF,23,NYK,72,1230,18.3,5.9,17.7,11.7,10.9,1.0,2.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2.0,1.2,0,0,0,2022
Juan Toscano-Anderson,SF,28,GSW,73,994,11.0,3.2,15.8,9.7,17.6,2.4,1.6,14.7,0.3,1.8,2.0,0.098,-3.3,2.4,-0.8,0.3,0,0,0,2022
Karl-Anthony Towns,C,26,MIN,74,2476,24.1,8.2,23.6,15.7,18.0,1.4,3.2,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,1,0,0,2022
Gary Trent Jr.,SG,23,TOR,70,2448,14.7,1.1,7.7,4.2,8.8,2.5,0.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,0,0,0,2022
P.J. Tucker,PF,36,MIA,71,1981,11.3,5.8,16.2,11.1,10.6,1.5,0.8,11.7,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,0,0,0,2022
Myles Turner,C,25,IND,42,1235,17.4,5.8,21.3,13.4,5.1,1.1,8.3,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,0,0,0,2022
Jonas Valančiūnas,C,29,NOP,74,2240,21.2,10.9,31.2,20.8,14.0,0.9,2.6,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,0,0,0,2022
Jarred Vanderbilt,PF,22,MIN,74,1880,15.3,12.0,23.9,17.8,6.7,2.5,2.4,10.9,3.1,2.9,6.0,0.153,-0.8,1.0,0.2,1.1,0,0,0,2022
Fred VanVleet,PG,27,TOR,65,2462,17.3,1.8,11.4,6.4,26.7,2.3,1.4,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,0,0,0,2022
Devin Vassell,SF,21,SAS,71,1937,13.3,2.4,14.3,8.3,9.7,1.9,1.8,18.9,1.3,2.0,3.3,0.082,-0.5,0.0,-0.5,0.7,0,0,0,2022
Gabe Vincent,PG,25,MIA,68,1589,10.6,1.6,7.3,4.5,19.4,2.0,0.8,17.8,0.7,1.9,2.5,0.076,-1.9,0.5,-1.4,0.2,0,0,0,2022
Nikola Vučević,C,31,CHI,73,2418,18.2,6.6,30.7,18.7,15.2,1.4,2.5,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,0,0,0,2022
Dean Wade,PF,25,CLE,51,980,10.1,3.6,13.1,8.5,7.3,1.5,0.6,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,0,0,0,2022
