Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
James Harden,PG,29,HOU,78,2867,30.6,2.5,17.8,10.0,39.5,2.7,1.7,40.5,11.4,3.8,15.2,0.254,9.4,1.6,11.0,9.3,1,0,0,2019
Maurice Harkless,SF,25,POR,60,1415,13.2,5.9,14.1,10.1,7.1,2.3,3.0,13.9,1.5,1.9,3.4,0.114,-1.0,1.7,0.7,1.0,0,0,0,2019
Montrezl Harrell,C,25,LAC,82,2158,23.4,9.3,16.7,13.1,12.5,1.6,4.0,23.5,6.1,2.6,8.7,0.193,2.6,0.7,3.3,2.9,0,0,0,2019
Devin Harris,PG,35,DAL,68,1071,10.7,1.2,9.9,5.6,16.7,1.6,1.3,18.5,0.6,0.9,1.5,0.068,-2.6,0.4,-2.2,-0.1,0,0,0,2019
Gary Harris,SG,24,DEN,57,1639,12.2,2.7,7.9,5.3,11.0,1.6,1.0,20.0,1.1,1.5,2.6,0.076,-1.2,-0.4,-1.6,0.2,0,0,0,2019
Joe Harris,SG,27,BRK,76,2293,13.5,2.4,10.9,6.7,11.9,0.8,0.6,17.0,3.8,1.7,5.5,0.116,0.8,-0.3,0.5,1.4,0,0,0,2019
Shaquille Harrison,SG,25,CHI,73,1430,12.4,2.5,14.5,8.4,14.1,3.0,1.8,16.5,-0.1,1.6,1.4,0.048,-2.8,1.5,-1.3,0.2,0,0,0,2019
Josh Hart,SG,23,LAL,67,1715,9.3,2.2,12.6,7.5,7.0,1.7,1.9,13.5,0.2,1.9,2.1,0.059,-2.3,1.0,-1.3,0.3,0,0,0,2019
Isaiah Hartenstein,PF,20,HOU,28,221,10.0,10.3,13.3,11.8,9.4,1.6,4.6,11.8,0.2,0.3,0.5,0.101,-5.1,1.2,-3.9,-0.1,0,1,0,2019
Udonis Haslem,C,38,MIA,10,74,3.6,4.3,34.5,19.4,4.0,0.0,0.0,21.9,-0.2,0.1,-0.1,-0.075,-8.4,-2.4,-10.9,-0.2,0,0,0,2019
Gordon Hayward,PF,28,BOS,72,1863,15.6,2.9,15.5,9.2,18.4,1.6,1.1,19.1,2.6,2.2,4.8,0.123,0.4,0.4,0.8,1.3,0,0,0,2019
John Henson,C,28,MIL,14,188,17.1,9.2,28.0,19.2,10.1,1.7,4.9,18.6,0.1,0.4,0.6,0.146,0.4,2.1,2.5,0.2,0,0,0,2019
Juancho Hernangómez,PF,23,DEN,70,1358,11.0,5.1,16.1,10.6,5.3,1.0,1.6,12.2,1.6,1.4,3.0,0.105,-0.9,-0.2,-1.1,0.3,0,0,0,2019
Willy Hernangómez,C,24,CHO,58,812,20.4,15.3,26.3,20.7,11.5,1.0,2.1,22.1,1.8,0.8,2.6,0.153,1.1,-1.1,-0.1,0.4,0,0,0,2019
Mario Hezonja,SF,23,NYK,58,1206,10.8,2.4,18.7,10.4,11.5,2.3,0.6,21.3,-1.1,1.1,-0.1,-0.003,-3.5,-0.3,-3.8,-0.5,0,0,0,2019
Isaiah Hicks,PF,24,NYK,3,32,17.4,6.4,16.7,11.4,9.4,1.5,7.9,15.0,0.1,0.0,0.1,0.153,-2.1,2.2,0.1,0.0,0,0,0,2019
Buddy Hield,SG,26,SAC,82,2615,17.5,4.1,12.4,8.1,11.9,1.0,1.1,25.1,4.3,1.6,5.9,0.108,3.5,-1.4,2.1,2.7,0,0,0,2019
Haywood Highsmith,SF,22,PHI,5,40,4.5,0.0,12.9,6.6,6.6,1.2,0.0,12.4,0.0,0.0,0.0,-0.023,-5.8,-2.4,-8.2,-0.1,0,1,0,2019
Nenê,C,36,HOU,42,546,11.9,6.7,18.4,12.5,6.8,1.6,2.3,11.7,0.8,0.6,1.4,0.123,-3.1,0.9,-2.2,0.0,0,0,0,2019
Solomon Hill,SF,27,NOP,44,878,6.8,4.1,11.5,7.8,7.6,1.2,0.9,10.4,0.1,0.4,0.5,0.029,-3.1,-0.4,-3.6,-0.3,0,0,0,2019
Aaron Holiday,PG,22,IND,50,646,11.9,0.9,10.4,5.8,19.3,1.6,1.8,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,0,1,0,2019
Jrue Holiday,SG,28,NOP,67,2402,19.4,3.3,11.0,7.2,31.8,2.1,1.8,25.4,3.5,1.9,5.4,0.108,3.1,-0.1,3.0,3.1,0,0,0,2019
John Holland,SF,30,CLE,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,-3.4,-1.6,-5.0,0.0,0,0,0,2019
Rondae Hollis-Jefferson,SF,24,BRK,59,1234,12.5,7.1,19.2,13.2,11.7,1.7,1.7,21.6,-0.5,1.7,1.2,0.047,-3.0,0.4,-2.6,-0.2,0,0,0,2019
Richaun Holmes,C,25,PHO,70,1184,20.7,10.6,20.5,15.5,7.9,1.7,5.6,17.9,3.1,1.1,4.3,0.173,0.1,0.5,0.6,0.8,0,0,0,2019
Al Horford,C,32,BOS,68,1973,20.2,6.5,18.3,12.4,21.2,1.4,3.9,19.0,4.5,2.8,7.4,0.179,3.3,1.9,5.1,3.6,0,0,0,2019
Danuel House Jr.,SF,25,HOU,39,979,12.2,2.8,13.3,7.9,5.9,1.1,1.0,14.1,1.6,0.7,2.3,0.113,0.1,-0.5,-0.5,0.4,0,0,0,2019
Dwight Howard,C,33,WAS,9,230,17.4,11.1,28.3,19.6,2.6,1.4,1.5,19.6,0.4,0.2,0.6,0.124,-1.3,-1.7,-3.0,-0.1,0,0,0,2019
Kevin Huerter,SG,20,ATL,75,2048,10.1,3.0,9.7,6.3,14.5,1.5,1.1,15.7,0.7,0.7,1.5,0.034,-1.6,-0.8,-2.4,-0.2,0,1,1,2019
Isaac Humphries,C,21,ATL,5,56,3.4,7.4,13.4,10.3,0.0,0.8,0.0,15.2,-0.1,0.0,-0.1,-0.047,-6.2,-4.7,-11.0,-0.1,0,1,0,2019
R.J. Hunter,SG,25,BOS,1,26,21.6,4.1,8.2,6.2,18.0,1.9,0.0,23.1,0.1,0.0,0.1,0.223,3.2,0.4,3.6,0.0,0,0,0,2019
Chandler Hutchison,SF,22,CHI,44,895,8.8,3.7,18.9,11.2,5.3,1.2,0.6,12.2,0.0,0.6,0.6,0.03,-3.4,-0.5,-3.9,-0.4,0,1,0,2019
Serge Ibaka,C,29,TOR,74,2010,18.7,8.6,23.2,16.1,7.7,0.7,4.3,22.9,2.8,3.3,6.1,0.146,0.2,0.1,0.2,1.2,0,0,0,2019
Andre Iguodala,SF,35,GSW,68,1578,13.1,3.4,13.2,8.5,16.8,1.8,2.7,10.4,2.4,1.8,4.2,0.129,0.1,1.7,1.8,1.5,0,0,0,2019
Ersan İlyasova,PF,31,MIL,67,1231,11.6,8.2,16.2,12.5,5.5,1.2,1.4,15.7,1.2,1.9,3.0,0.119,-2.4,0.1,-2.3,-0.1,0,0,0,2019
Joe Ingles,PF,31,UTA,82,2568,13.4,1.5,12.2,7.0,26.1,1.8,0.6,17.5,2.5,3.6,6.0,0.113,0.3,1.1,1.4,2.2,0,0,0,2019
Andre Ingram,SG,33,LAL,4,15,-11.9,7.0,6.7,6.9,0.0,3.1,0.0,19.3,-0.1,0.0,-0.1,-0.408,-14.8,-4.8,-19.6,-0.1,0,0,0,2019
Brandon Ingram,SF,21,LAL,52,1760,13.4,2.5,13.0,7.8,12.9,0.7,1.4,23.2,0.6,1.4,2.0,0.055,-1.3,-0.7,-2.0,0.0,0,0,0,2019
Kyrie Irving,PG,26,BOS,67,2214,24.4,3.4,12.7,8.1,35.0,2.3,1.4,29.7,6.2,2.8,9.0,0.195,6.0,1.1,7.2,5.1,1,0,0,2019
Jonathan Isaac,PF,21,ORL,75,1996,13.0,5.2,17.0,11.0,5.7,1.4,4.1,16.3,0.9,3.1,4.0,0.096,-1.4,1.0,-0.4,0.8,0,0,0,2019
Wes Iwundu,SF,24,ORL,68,1233,8.7,3.2,13.0,8.0,7.9,1.1,1.5,12.8,0.5,1.4,1.9,0.073,-3.8,0.6,-3.2,-0.4,0,0,0,2019
Demetrius Jackson,PG,24,PHI,6,39,21.0,5.6,2.6,4.1,19.6,2.4,0.0,19.1,0.2,0.0,0.2,0.231,3.6,0.9,4.5,0.1,0,0,0,2019
Frank Jackson,PG,20,NOP,61,1169,9.4,2.2,9.5,5.9,8.0,1.0,0.1,18.5,0.1,0.4,0.4,0.018,-2.9,-1.7,-4.6,-0.8,0,1,0,2019
Jaren Jackson Jr.,PF,19,MEM,58,1515,16.4,5.3,15.0,10.1,7.2,1.7,5.1,22.8,1.2,2.2,3.3,0.105,-1.2,1.0,-0.3,0.7,0,1,1,2019
Josh Jackson,SG,21,PHO,79,1988,10.6,3.6,15.9,9.7,14.1,1.8,2.3,23.9,-2.8,1.1,-1.7,-0.04,-3.3,-1.2,-4.6,-1.3,0,0,0,2019
Reggie Jackson,PG,28,DET,82,2289,15.2,2.1,8.5,5.2,24.7,1.2,0.3,24.5,3.1,1.9,5.0,0.105,1.3,-0.9,0.4,1.4,0,0,0,2019
LeBron James,SF,34,LAL,55,1937,25.6,3.1,21.3,12.4,39.4,1.7,1.4,31.6,4.7,2.6,7.2,0.179,6.4,1.7,8.0,4.9,1,0,0,2019
Amile Jefferson,PF,25,ORL,12,68,21.1,9.3,24.0,16.5,6.4,2.2,3.7,13.1,0.2,0.1,0.4,0.258,0.5,2.0,2.5,0.1,0,1,0,2019
Jonas Jerebko,PF,31,GSW,73,1218,13.5,6.6,18.1,12.6,10.1,1.1,1.2,15.2,2.1,1.2,3.3,0.13,-0.3,-0.4,-0.7,0.4,0,0,0,2019
Alize Johnson,PF,22,IND,14,64,6.3,7.1,25.5,16.5,2.0,0.8,4.2,13.3,-0.1,0.1,0.0,0.027,-5.7,-2.0,-7.7,-0.1,0,1,0,2019
Amir Johnson,C,31,PHI,51,529,13.1,9.7,19.5,14.7,16.0,1.4,1.9,17.4,0.4,0.7,1.1,0.098,-2.9,0.6,-2.3,0.0,0,0,0,2019
James Johnson,PF,31,MIA,55,1164,10.9,2.0,14.1,8.0,17.0,1.5,2.1,17.8,0.0,1.5,1.5,0.062,-2.4,1.1,-1.2,0.2,0,0,0,2019
Nikola Jokić,C,23,DEN,80,2504,26.3,9.8,27.6,18.7,37.0,2.1,1.9,27.4,7.5,4.3,11.8,0.226,6.2,2.9,9.1,7.0,1,0,0,2019
Damian Jones,C,23,GSW,24,410,15.3,8.4,11.0,9.8,8.7,1.4,5.1,11.1,1.0,0.5,1.5,0.173,-0.6,1.7,1.1,0.3,0,0,0,2019
Derrick Jones Jr.,SF,21,MIA,60,1153,14.0,8.8,13.3,11.1,4.7,1.9,3.3,15.6,1.2,1.7,2.9,0.121,-1.5,1.0,-0.5,0.4,0,0,0,2019
Jalen Jones,SF,25,CLE,16,214,11.7,5.5,12.5,8.8,4.8,2.1,0.8,16.7,0.2,0.1,0.3,0.056,-2.3,-1.9,-4.2,-0.1,0,0,0,2019
Jemerrio Jones,SF,23,LAL,6,143,12.1,11.8,23.4,17.7,11.4,2.3,2.9,11.3,0.0,0.2,0.2,0.084,-2.2,2.4,0.2,0.1,0,1,0,2019
Terrence Jones,PF,27,HOU,2,5,-15.8,0.0,90.3,44.2,0.0,0.0,0.0,47.2,-0.1,0.0,-0.1,-0.661,-24.7,-6.4,-31.1,0.0,0,0,0,2019
Tyus Jones,PG,22,MIN,68,1560,13.7,1.6,7.7,4.6,28.3,2.5,0.3,14.1,2.1,0.9,3.0,0.091,-0.9,0.3,-0.6,0.6,0,0,0,2019
Cory Joseph,PG,27,IND,82,2063,11.0,2.1,12.6,7.5,20.7,2.2,0.9,13.7,0.5,2.9,3.5,0.081,-2.1,1.7,-0.4,0.9,0,0,0,2019
Frank Kaminsky,C,25,CHO,47,755,16.8,5.5,18.1,11.7,12.9,0.8,1.4,22.1,1.3,0.5,1.8,0.114,1.4,-1.1,0.3,0.4,0,0,0,2019
Luke Kennard,SG,22,DET,63,1437,11.9,0.9,13.5,7.0,12.3,0.9,0.6,18.1,1.3,1.3,2.5,0.085,-0.4,-0.6,-1.1,0.3,0,0,0,2019
Michael Kidd-Gilchrist,PF,25,CHO,64,1179,13.3,7.9,14.8,11.3,7.4,1.3,2.9,15.7,1.5,1.0,2.5,0.1,-2.3,-0.1,-2.4,-0.1,0,0,0,2019
George King,SF,25,PHO,1,6,1.9,0.0,18.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-5.8,-2.1,-7.9,0.0,0,1,0,2019
Maxi Kleber,PF,27,DAL,71,1502,13.1,6.5,16.9,11.7,6.8,1.2,4.4,13.5,1.6,1.8,3.5,0.111,-0.8,1.2,0.4,0.9,0,0,0,2019
Kevin Knox,PF,19,NYK,75,2158,8.7,2.9,13.6,8.1,6.0,1.0,0.9,22.3,-2.2,0.9,-1.3,-0.03,-3.4,-2.3,-5.7,-2.0,0,1,0,2019
Furkan Korkmaz,SG,21,PHI,48,679,11.4,2.6,13.8,8.3,10.7,2.0,0.2,17.9,0.4,0.7,1.1,0.079,-1.6,-0.2,-1.8,0.0,0,0,0,2019
Luke Kornet,C,23,NYK,46,784,14.8,3.6,14.6,9.0,10.5,1.7,4.5,17.9,0.6,0.7,1.4,0.083,1.4,0.7,2.0,0.8,0,0,0,2019
Kosta Koufos,C,29,SAC,42,502,12.3,10.4,26.3,18.2,9.5,1.4,3.1,15.7,0.0,0.7,0.7,0.063,-3.6,0.2,-3.4,-0.2,0,0,0,2019
Rodions Kurucs,SF,20,BRK,63,1294,11.0,4.6,15.4,10.0,6.0,1.5,1.5,18.4,0.1,1.5,1.6,0.059,-2.9,0.3,-2.6,-0.2,0,1,0,2019
Kyle Kuzma,PF,23,LAL,70,2314,14.0,2.7,14.1,8.5,11.5,0.8,0.9,23.8,1.2,1.9,3.1,0.065,-0.2,-1.2,-1.4,0.4,0,0,0,2019
Jeremy Lamb,SG,26,CHO,79,2250,17.3,3.1,18.1,10.4,11.9,1.9,1.2,22.5,3.3,2.0,5.3,0.113,1.2,0.0,1.2,1.8,0,0,0,2019
Zach LaVine,SG,23,CHI,63,2171,18.7,2.0,12.9,7.4,22.6,1.3,1.0,30.5,1.7,1.1,2.8,0.062,2.4,-1.6,0.8,1.5,0,0,0,2019
Jake Layman,SF,24,POR,71,1327,13.5,4.6,12.6,8.7,5.6,1.1,1.8,15.9,1.9,1.2,3.1,0.111,-0.1,-0.3,-0.5,0.5,0,0,0,2019
T.J. Leaf,PF,21,IND,58,522,16.9,9.3,17.1,13.3,6.9,0.8,3.2,17.5,0.9,0.7,1.6,0.148,0.3,-0.6,-0.3,0.2,0,0,0,2019
Damion Lee,SG,26,GSW,32,375,11.9,2.4,15.3,9.1,4.5,1.6,0.0,16.8,0.3,0.4,0.7,0.09,-1.2,-1.1,-2.2,0.0,0,0,0,2019
Walt Lemon Jr.,PG,26,CHI,6,167,16.3,2.6,15.1,8.8,30.3,3.2,0.5,26.6,-0.1,0.2,0.1,0.026,-2.4,0.2,-2.2,0.0,0,0,0,2019
Alex Len,C,25,ATL,77,1544,17.2,10.5,18.5,14.4,8.6,0.8,3.9,22.1,2.2,1.0,3.2,0.1,0.0,-1.3,-1.2,0.3,0,0,0,2019
Kawhi Leonard,SF,27,TOR,60,2040,25.8,4.2,18.6,11.6,16.4,2.5,1.0,30.3,6.1,3.4,9.5,0.224,6.1,1.1,7.2,4.7,1,0,0,2019
Meyers Leonard,C,26,POR,61,878,15.8,6.1,21.8,14.2,11.8,0.7,0.8,14.8,2.1,0.9,3.0,0.164,1.5,0.3,1.8,0.8,0,0,0,2019
Jon Leuer,PF,29,DET,41,402,13.2,7.1,19.8,13.2,5.5,1.5,0.8,16.1,0.4,0.5,0.9,0.11,-2.8,0.4,-2.5,0.0,0,0,0,2019
Caris LeVert,SF,24,BRK,40,1063,14.9,3.5,11.4,7.5,23.2,1.9,1.0,24.0,0.5,1.2,1.7,0.077,-0.3,0.5,0.2,0.6,0,0,0,2019
Damian Lillard,PG,28,POR,80,2838,23.7,2.6,11.1,7.0,30.6,1.5,1.0,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6.0,1,0,0,2019
Shaun Livingston,PG,33,GSW,64,967,11.7,4.9,7.9,6.5,14.8,1.5,2.3,12.0,1.2,0.9,2.0,0.101,-1.7,0.7,-1.0,0.2,0,0,0,2019
Zach Lofton,SG,26,DET,1,4,-10.0,0.0,0.0,0.0,0.0,12.3,0.0,21.6,-0.1,0.0,0.0,-0.447,-17.4,6.0,-11.5,0.0,0,1,0,2019
Kevon Looney,C,22,GSW,80,1481,17.3,14.6,15.4,15.0,10.9,1.5,3.0,12.8,4.2,1.8,6.0,0.194,0.1,0.4,0.5,0.9,0,0,0,2019
Brook Lopez,C,30,MIL,81,2322,14.6,1.5,15.0,8.7,5.7,1.0,6.5,16.7,2.3,4.3,6.7,0.138,0.4,1.8,2.2,2.4,0,0,0,2019
Robin Lopez,C,30,CHI,74,1606,15.9,9.4,10.0,9.7,8.8,0.3,4.2,18.6,2.0,0.7,2.7,0.081,-0.6,-1.4,-1.9,0.0,0,0,0,2019
Kevin Love,PF,30,CLE,22,598,19.5,5.9,40.0,22.2,12.8,0.5,0.7,27.4,1.0,0.4,1.3,0.106,3.3,-1.6,1.6,0.6,0,0,0,2019
Kyle Lowry,PG,32,TOR,65,2213,16.5,2.1,12.9,7.6,34.8,2.0,1.2,19.6,3.6,3.0,6.6,0.144,1.7,0.6,2.3,2.4,0,0,0,2019
Jordan Loyd,PG,25,TOR,12,55,16.3,2.0,15.3,8.8,15.1,0.0,0.0,19.4,0.2,0.0,0.2,0.19,0.0,-0.9,-1.0,0.0,0,1,0,2019
Kalin Lucas,PG,29,DET,1,6,16.6,0.0,56.7,27.3,20.8,0.0,0.0,13.5,0.0,0.0,0.0,0.238,-5.6,6.4,0.8,0.0,0,0,0,2019
Tyler Lydon,PF,22,DEN,25,94,9.3,8.0,12.7,10.4,8.2,1.0,0.0,10.6,0.1,0.1,0.2,0.086,-2.8,-1.4,-4.2,-0.1,0,0,0,2019
Trey Lyles,PF,23,DEN,64,1120,12.7,4.2,19.6,11.9,11.3,1.3,1.8,23.4,-0.2,1.4,1.2,0.05,-1.8,-0.7,-2.4,-0.1,0,0,0,2019
Scott Machado,PG,28,LAL,4,19,22.2,0.0,0.0,0.0,23.5,2.4,0.0,14.0,0.1,0.0,0.1,0.281,2.9,2.7,5.5,0.0,0,0,0,2019
Daryl Macon,SG,23,DAL,8,90,5.5,2.4,11.8,7.1,11.2,0.5,0.0,17.2,-0.1,0.0,0.0,-0.022,-5.3,-2.6,-7.9,-0.1,0,1,0,2019
J.P. Macura,SG,23,CHO,2,17,5.7,0.0,19.4,9.5,18.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.11,-4.7,-2.9,-7.7,0.0,0,1,0,2019
Ian Mahinmi,C,32,WAS,34,498,12.0,10.3,17.7,13.9,6.5,2.4,2.7,12.9,0.5,0.5,1.0,0.092,-3.5,0.6,-3.0,-0.1,0,0,0,2019
Lauri Markkanen,PF,21,CHI,52,1682,17.1,4.7,25.9,15.2,7.2,1.1,1.7,25.1,1.3,1.5,2.7,0.078,1.4,-1.5,-0.2,0.7,0,0,0,2019
Jarell Martin,PF,24,ORL,42,328,9.4,3.5,20.5,11.9,7.8,0.4,2.0,15.9,0.1,0.4,0.5,0.073,-3.7,-0.2,-3.9,-0.2,0,0,0,2019
Frank Mason III,PG,24,SAC,38,435,12.4,1.4,9.0,5.1,26.3,1.7,0.8,21.8,0.0,0.3,0.3,0.033,-1.9,-1.3,-3.1,-0.1,0,0,0,2019
Yante Maten,PF,22,MIA,2,13,5.7,8.2,16.4,12.3,0.0,3.8,0.0,13.2,0.0,0.0,0.0,-0.026,-7.5,-1.6,-9.1,0.0,0,1,0,2019
Luc Mbah a Moute,PF,32,LAC,4,61,6.7,3.6,8.4,6.1,4.5,0.8,1.3,15.4,0.0,0.0,0.0,0.009,-2.9,0.0,-3.0,0.0,0,0,0,2019
Tahjere McCall,SG,24,BRK,1,8,9.6,0.0,13.1,6.6,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.055,-6.0,-0.6,-6.6,0.0,0,1,0,2019
CJ McCollum,SG,27,POR,70,2375,17.0,2.9,9.7,6.3,13.8,1.1,0.9,25.5,4.0,1.7,5.6,0.114,2.1,-1.0,1.0,1.8,0,0,0,2019
T.J. McConnell,PG,26,PHI,76,1470,13.4,2.1,10.2,6.3,24.7,2.5,0.9,15.0,1.2,1.7,2.9,0.094,-1.8,0.9,-0.9,0.4,0,0,0,2019
Doug McDermott,SF,27,IND,77,1340,11.6,1.4,7.5,4.5,7.1,0.7,0.5,16.3,1.8,1.1,2.9,0.103,-0.5,-0.9,-1.4,0.2,0,0,0,2019
JaVale McGee,C,31,LAL,75,1671,21.8,12.3,22.5,17.5,4.8,1.3,7.3,20.2,3.0,2.9,5.9,0.171,0.3,1.2,1.4,1.4,0,0,0,2019
Rodney McGruder,SG,27,MIA,66,1550,9.4,4.1,12.2,8.2,10.3,1.1,0.7,15.4,0.4,1.6,1.9,0.059,-2.2,-0.1,-2.3,-0.1,0,0,0,2019
Alfonzo McKinnie,SF,26,GSW,72,1003,11.2,9.0,16.9,13.1,4.0,0.9,1.3,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,0,0,0,2019
Ben McLemore,SG,25,SAC,19,158,10.5,1.9,9.4,5.5,3.4,1.8,1.6,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,0,0,0,2019
Jordan McRae,SG,27,WAS,27,333,14.3,1.9,11.3,6.5,13.2,1.8,1.8,20.4,0.3,0.2,0.5,0.066,-0.9,-0.8,-1.7,0.0,0,0,0,2019
Jodie Meeks,SG,31,TOR,8,104,16.0,1.1,11.1,6.2,11.5,0.5,0.8,17.1,0.2,0.1,0.3,0.153,1.4,-0.8,0.5,0.1,0,0,0,2019
Salah Mejri,C,32,DAL,36,399,16.1,9.7,25.3,17.6,13.2,1.2,5.5,15.8,0.5,0.6,1.1,0.136,-1.1,1.9,0.8,0.3,0,0,0,2019
De'Anthony Melton,PG,20,PHO,50,984,9.9,2.8,12.5,7.5,22.3,3.3,1.9,15.0,-0.8,0.8,0.0,0.002,-3.8,1.1,-2.7,-0.2,0,1,0,2019
Chimezie Metu,PF,21,SAS,29,145,6.4,6.8,20.1,13.5,12.0,2.0,1.2,24.4,-0.5,0.2,-0.3,-0.099,-7.3,-1.4,-8.7,-0.2,0,1,0,2019
Khris Middleton,SF,27,MIL,77,2393,16.5,2.3,16.5,9.8,20.1,1.6,0.2,25.1,2.5,3.6,6.1,0.123,0.7,0.1,0.8,1.7,0,0,0,2019
Darius Miller,SF,28,NOP,69,1757,8.4,0.8,6.6,3.8,10.4,1.1,1.1,13.4,1.1,0.6,1.6,0.045,-2.1,-0.8,-2.9,-0.4,0,0,0,2019
Malcolm Miller,SF,25,TOR,10,67,13.7,1.7,6.3,4.0,2.1,0.7,1.2,18.5,0.1,0.1,0.2,0.13,1.2,-1.6,-0.5,0.0,0,0,0,2019
Patty Mills,PG,30,SAS,82,1908,13.2,1.4,8.9,5.2,17.6,1.3,0.4,18.5,2.2,1.2,3.5,0.087,0.4,-0.8,-0.3,0.8,0,0,0,2019
Paul Millsap,PF,33,DEN,70,1895,17.9,8.7,20.2,14.4,10.6,2.2,2.5,19.6,3.2,2.9,6.1,0.155,0.7,1.0,1.7,1.8,0,0,0,2019
Shake Milton,SG,22,PHI,20,268,9.3,3.7,10.0,6.9,9.2,1.4,2.3,15.0,0.1,0.3,0.3,0.059,-2.6,-0.6,-3.2,-0.1,0,1,0,2019
Donovan Mitchell,SG,22,UTA,77,2598,17.2,2.5,10.5,6.6,21.2,2.0,0.9,31.6,1.3,3.7,5.0,0.092,1.2,0.1,1.3,2.2,0,0,0,2019
Naz Mitrou-Long,SG,25,UTA,14,84,2.2,1.3,6.3,3.9,23.3,0.6,0.9,14.7,-0.2,0.1,-0.1,-0.046,-7.1,-1.6,-8.7,-0.1,0,0,0,2019
Malik Monk,SG,20,CHO,73,1258,11.8,1.3,10.6,5.9,14.3,1.4,1.3,24.6,-0.4,0.7,0.3,0.012,-1.3,-1.7,-3.0,-0.3,0,0,0,2019
E'Twaun Moore,SG,29,NOP,53,1463,11.5,2.5,6.4,4.5,9.5,1.3,0.4,17.3,1.2,0.5,1.7,0.055,-1.2,-1.1,-2.3,-0.1,0,0,0,2019
Jaylen Morris,SG,23,MIL,4,29,12.1,0.0,16.5,8.8,18.1,3.2,0.0,17.2,0.0,0.1,0.1,0.084,-3.7,3.3,-0.4,0.0,0,0,0,2019
Marcus Morris,PF,29,BOS,75,2091,14.3,3.9,19.5,11.7,7.5,1.0,1.1,20.9,2.1,2.4,4.4,0.102,-0.2,-0.7,-0.9,0.6,0,0,0,2019
Monte Morris,PG,23,DEN,82,1970,16.2,1.9,8.8,5.3,21.7,1.8,0.2,17.1,4.4,1.8,6.2,0.151,1.1,0.3,1.5,1.7,0,0,0,2019
Donatas Motiejūnas,PF,28,SAS,3,13,-0.5,16.9,8.3,12.6,11.9,0.0,6.5,33.5,-0.1,0.0,-0.1,-0.246,-19.4,-2.3,-21.7,-0.1,0,0,0,2019
Johnathan Motley,PF,23,LAC,22,156,18.8,12.6,21.7,17.3,11.7,1.5,1.5,28.8,0.1,0.2,0.3,0.092,-1.2,-0.7,-1.9,0.0,0,0,0,2019
Emmanuel Mudiay,PG,22,NYK,59,1607,14.6,2.1,10.9,6.4,24.2,1.3,1.0,25.6,0.1,0.7,0.8,0.023,-0.2,-1.8,-2.0,0.0,0,0,0,2019
Jamal Murray,PG,21,DEN,75,2447,16.0,2.9,11.2,7.0,22.4,1.3,1.0,24.9,2.8,2.3,5.1,0.1,1.4,-0.8,0.6,1.6,0,0,0,2019
Džanan Musa,SG,19,BRK,9,39,5.8,2.7,10.7,6.7,8.6,2.4,0.0,29.0,-0.2,0.0,-0.1,-0.152,-6.3,-0.9,-7.2,-0.1,0,1,0,2019
Abdel Nader,SF,25,OKC,61,694,8.8,2.0,15.7,8.6,3.8,1.3,1.5,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,0,0,0,2019
Larry Nance Jr.,C,26,CLE,67,1795,18.6,10.0,24.9,17.1,17.8,2.8,1.9,15.5,3.3,1.6,4.9,0.131,1.0,1.4,2.4,2.0,0,0,0,2019
Shabazz Napier,PG,27,BRK,56,983,15.3,1.9,8.7,5.3,22.2,2.0,1.3,24.0,1.0,1.0,2.0,0.098,0.9,0.6,1.5,0.9,0,0,0,2019
Raul Neto,PG,26,UTA,37,474,13.4,1.4,12.6,7.1,28.7,1.4,0.7,19.0,0.5,0.6,1.1,0.116,-1.1,0.8,-0.3,0.2,0,0,0,2019
Georges Niang,PF,25,UTA,59,516,13.0,2.4,15.7,9.1,10.1,0.9,0.9,17.8,0.7,0.7,1.3,0.123,-0.2,0.2,0.0,0.3,0,0,0,2019
Joakim Noah,C,33,MEM,42,693,18.6,9.2,29.6,19.3,20.6,1.4,4.2,20.0,1.0,1.2,2.2,0.15,-0.3,2.4,2.1,0.7,0,0,0,2019
Nerlens Noel,C,24,OKC,77,1055,19.3,12.1,20.0,15.9,5.9,2.9,7.7,13.8,1.9,2.5,4.3,0.198,-1.2,3.3,2.1,1.1,0,0,0,2019
Dirk Nowitzki*,PF,40,DAL,51,795,9.6,0.7,20.5,10.6,6.9,0.5,1.9,22.5,-0.5,0.8,0.3,0.016,-2.7,-1.2,-3.9,-0.4,0,0,0,2019
